time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Lcsd_2,上涨数量,下跌数量,上涨比例,rank_Lcsd_2,rank_sum,rank
2021-01-09 11:59:00,0.008608,0.01224,0.007961,0.010555,IOST-USDT,9563208506.0,100714208.080528,0.22604251364850736,1,0,-0.20361738020678316,70,8,0.8974358974358975,1.0,1.0,1.0
2021-01-09 23:59:00,1163.49,1599.0,1147.0,1591.59,MKR-USDT,80721.954,112282598.01533,0.36801526520718886,1,0,-0.20096774193373176,58,20,0.7435897435897436,1.0,1.0,1.0
2021-01-10 11:59:00,110.2,155.11,110.17,135.39,DASH-USDT,816738.861,111121030.33408,0.22891894345103014,1,0,-0.11445947171512551,13,65,0.16666666666666666,1.0,1.0,1.0
2021-01-10 23:59:00,15.252,23.821,14.942,22.1,ZEN-USDT,3664444.0,77791917.1406,0.4488952992853865,1,0,-0.24993307438767698,37,41,0.47435897435897434,1.0,1.0,1.0
2021-01-11 23:59:00,0.0088799999999999,0.0091989999999999,0.0066599999999999,0.008801,DOGE-USDT,4964923421.0,38891051.931914,-0.008784773060029227,0,1,-0.3273268358456118,39,39,0.5,1.0,1.0,1.0
2021-01-12 11:59:00,24.09,30.7,22.565,27.84,ZEN-USDT,2889016.4,79160958.0025,0.1560021591994354,1,0,-0.15052071785928617,56,23,0.7088607594936709,1.0,1.0,1.0
2021-01-12 23:59:00,14.122,16.0,12.714,14.907,SNX-USDT,3848089.4,56235031.2488,0.056484762579730674,1,0,-0.14114362109395664,15,64,0.189873417721519,1.0,1.0,1.0
2021-01-13 11:59:00,1.2902,1.6477,1.2184,1.5724,RUNE-USDT,13462128.0,19899889.0978,0.22061791647259743,1,0,-0.17391661052268012,71,8,0.8987341772151899,1.0,1.0,1.0
2021-01-14 11:59:00,0.41194,0.4496,0.3811,0.43222,LRC-USDT,50323367.0,20654004.20717,0.049230470456862685,1,0,-0.10753082898108547,45,34,0.569620253164557,1.0,1.0,1.0
2021-01-14 23:59:00,12.313,14.799,11.956,14.5,DOT-USDT,37355845.2,481290883.1298,0.17799983751726378,1,0,-0.12115255928307742,51,28,0.6455696202531646,1.0,1.0,1.0
2021-01-15 11:59:00,0.014793,0.0249,0.014762,0.024541,IOST-USDT,9298210253.0,187281743.907092,0.6583997837545728,1,0,-0.33244117840320864,54,25,0.6835443037974683,1.0,1.0,1.0
2021-01-15 23:59:00,0.024566,0.026761,0.018491,0.024674,IOST-USDT,10301352444.0,229618738.958072,0.005419502057780967,1,0,-0.3307823639703834,17,62,0.21518987341772153,1.0,1.0,1.0
2021-01-16 23:59:00,0.023949,0.024016,0.019634,0.020824,IOST-USDT,3820540584.0,82264136.771884,-0.13106613811808898,0,1,-0.14059787073552468,15,64,0.189873417721519,1.0,1.0,1.0
2021-01-17 11:59:00,1.108,1.609,1.053,1.504,CRV-USDT,101277792.1,141078330.9821,0.3574007220216606,1,0,-0.24026590465084605,28,51,0.35443037974683544,1.0,1.0,1.0
2021-01-17 23:59:00,25.765,35.822,25.602,34.652,TRB-USDT,1215341.4,38364682.2856,0.3438299852633211,1,0,-0.1803374735644332,66,13,0.8354430379746836,1.0,1.0,1.0
2021-01-18 11:59:00,0.51885,0.66,0.51049,0.6331,GRT-USDT,209096014.0,123536267.84308,0.2202220337676355,1,0,-0.1282689155856348,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-18 23:59:00,1.505,1.626,1.388,1.607,CRV-USDT,42094247.7,62494539.5874,0.0677740863787375,1,0,-0.12103746310491721,44,35,0.5569620253164557,1.0,1.0,1.0
2021-01-19 11:59:00,0.2481,0.4196,0.23733,0.36265,ENJ-USDT,354311675.0,119964552.45183,0.4622394258296041,1,0,-0.28652086602954224,46,34,0.575,1.0,1.0,1.0
2021-01-22 23:59:00,1.53646,1.77288,1.5,1.7053,BEL-USDT,8717197.0,14707567.79003,0.11009126534650893,1,0,-0.08049333279671117,64,17,0.7901234567901234,1.0,1.0,1.0
2021-01-23 11:59:00,0.8013,0.95,0.771,0.90234,ALPHA-USDT,53223798.0,47113523.35835,0.12665751030091155,1,0,-0.10456549799525931,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,2.2812,2.495,2.1049,2.474,1INCH-USDT,25644437.0,57978777.2265,0.08418423243788098,1,0,-0.1297211262781076,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,27.348000000000003,35.85,26.963,35.343,ZEN-USDT,1152936.3,37515403.7796,0.29423612128314036,1,0,-0.16179579417653991,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,0.03279,0.04177,0.03185,0.03927,MATIC-USDT,784018970.0,29384920.00044,0.19652650822669093,1,0,-0.1317111046432949,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,1.04684,1.45926,1.0184799999999998,1.43198,ALPHA-USDT,78498320.0,98633682.10978,0.3671236538608418,1,0,-0.21721584893944051,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,1.41333,1.61856,1.2217,1.46976,ALPHA-USDT,107639576.0,153958482.39057,0.041703285799336465,1,0,-0.17896373758726575,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,0.012699,0.038,0.011266,0.036324,DOGE-USDT,125214876556.0,2581536594.360569,1.8606079697590174,1,0,-1.1756602381854802,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,0.036367,0.0887,0.0315,0.049908,DOGE-USDT,81384791812.0,4156257790.008997,0.3739676247109349,1,0,-0.3687617876946706,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,0.049931,0.068,0.038801,0.045883,DOGE-USDT,36918505360.0,1931472571.169437,-0.08064839304319948,0,1,-0.23438822855384428,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,0.045873,0.050646,0.02833,0.032685,DOGE-USDT,32015123805.0,1119590755.533153,-0.2876446614214415,0,1,-0.38665711731128927,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,0.032681,0.03528,0.022147,0.0279899999999999,DOGE-USDT,30837093063.0,880193693.090867,-0.14364387333639583,0,1,-0.3698241884570399,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,0.4448,0.5144,0.3884,0.4929,XRP-USDT,5022928647.5,2267084885.50681,0.10888638920134985,1,0,-0.20674561774599332,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,0.028585,0.047891,0.026569,0.036885,DOGE-USDT,31381755433.0,1151793866.744167,0.29018153835391236,1,0,-0.23215016291536655,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,0.4959,0.7577,0.4606,0.6279,XRP-USDT,8315866848.9,5186803418.4122,0.2661826981246218,1,0,-0.21993052062677995,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,11715485199.7,5537087486.68393,-0.4085045389393216,0,1,-0.38791665589120417,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,0.034837,0.035382,0.028768,0.033341,DOGE-USDT,6246054779.0,203832210.954578,-0.0428879001004735,0,1,-0.1849276331591932,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,1.9005,2.39,1.8904,2.3724,LUNA-USDT,8140479.0,17505452.7748,0.2484344577172024,1,0,-0.1301047390493823,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,0.126942,0.158872,0.12477,0.144918,FTM-USDT,557283704.0,79865791.048566,0.14063754427390784,1,0,-0.08987736716539485,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,0.03226,0.039878,0.031065,0.03736,DOGE-USDT,8902483460.0,315785584.869934,0.1585573851831179,1,0,-0.12034440033980359,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,0.03736,0.0613159999999999,0.035955,0.0540169999999999,DOGE-USDT,31601341477.0,1565938562.454188,0.4458511777301901,1,0,-0.2707133164474144,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,0.0253,0.07416,0.02386,0.04085,AKRO-USDT,2353067590.0,94957882.6433,0.6146245059288538,1,0,-0.38621107032226726,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0,1,-0.1688484439155287,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,0.3784,0.3899,0.2881,0.3352,FLM-USDT,74660592.0,25752084.6847,-0.11439894319682964,0,1,-0.2386324110158829,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,0.049039,0.059119,0.04852,0.0577159999999999,DOGE-USDT,9334603362.0,498977053.528848,0.17718085214872614,1,0,-0.10001028441667566,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,18.1152,23.88,17.9201,23.7885,AVAX-USDT,4275591.0,84487002.6193,0.31290358187537937,1,0,-0.16928755968477419,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,3.4667,3.85,3.0153,3.7905,RUNE-USDT,8836243.0,30736720.6226,0.09293005017011713,1,0,-0.20364474445778277,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,3.4123,6.2332,3.3113,5.8077,LUNA-USDT,45897514.0,223485842.5173,0.702089622226781,1,0,-0.39217225744519585,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,5.8078,5.914,4.8581,5.4253,LUNA-USDT,25357575.0,135030820.6247,-0.06584362139917688,0,1,-0.15611041321481545,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,33.089,53.096,31.3,44.293,FIL-USDT,14435453.6,588834794.1868,0.33763174584000244,1,0,-0.23651757180941915,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,0.9803,1.3997,0.82,1.2326,ICX-USDT,68257658.0,76198516.8419,0.2572419420644634,1,0,-0.34939023964158256,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,1.26166,1.7968,1.20741,1.65087,GRT-USDT,171591043.0,261981280.96104,0.308251907852507,1,0,-0.20620170276706576,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,1.6497400000000002,2.1763,1.52641,2.02496,GRT-USDT,291750704.0,549911495.76998,0.22660173120839322,1,0,-0.20407688495177004,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,2.02462,2.86,1.89707,2.65977,GRT-USDT,266446446.0,647261476.6417,0.313492612199747,1,0,-0.234727763157249,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,0.047024,0.06115,0.043012,0.0546679999999999,VET-USDT,4138649990.0,220693007.82068,0.16245640894785862,1,0,-0.18218167437420246,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,0.34767,0.5898,0.34219,0.51002,CVC-USDT,435315485.0,221671819.17042,0.467303432204609,1,0,-0.2531196045144629,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,12.247,18.142,12.033,16.704,ETC-USDT,28139581.05,431102611.30561,0.363814500326584,1,0,-0.2030250143746159,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,0.20794,0.29386,0.19067,0.2615699999999999,SAND-USDT,698989269.0,162053772.20114,0.2606390669429848,1,0,-0.23003093145062484,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,0.025111,0.029554,0.022056,0.02705,ANKR-USDT,1333740285.0,35183525.248371,0.07743168963594371,1,0,-0.1823539253019924,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,1316845.2,169040425.57569999,-0.1437032721623459,0,1,-0.5094746814917913,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,0.062499,0.064638,0.053899,0.057044,RSR-USDT,735539963.0,44612635.425691,-0.08694538702861898,0,1,-0.10874040172537475,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,3.9859,4.72,3.7845,4.6441,HNT-USDT,4021613.0,17632324.8373,0.1663025188980134,1,0,-0.13964856615233584,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,1.01995,1.08058,0.93656,1.0772,REN-USDT,53937238.0,53758807.96945,0.056213046760861474,1,0,-0.11955987742846273,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,0.030917,0.038,0.0287,0.037599,IOST-USDT,2718558909.0,90784426.510957,0.21608771589365405,1,0,-0.1936758907052647,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,6.1821,7.5,6.0144,7.3165,LUNA-USDT,16691026.0,114793609.6176,0.18227357194796778,1,0,-0.1227221333421086,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,0.165839,0.222411,0.165839,0.209709,FTM-USDT,270547214.0,54269408.161038004,0.2654798901728872,1,0,-0.13189297258829516,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,0.24756,0.3442,0.2406,0.32824,SAND-USDT,252543200.0,75955031.34961,0.3249909175311829,1,0,-0.19694512897152408,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,0.03997,0.07484,0.03997,0.0560299999999999,CHZ-USDT,2543268749.0,146224949.18177,0.4018013510132574,1,0,-0.20090062524377536,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,1.32914,1.7814599999999998,1.27,1.76401,REN-USDT,98484288.0,151762062.74829,0.32794080007226856,1,0,-0.2174763762403433,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,20.1075,28.0,19.5245,27.1901,UNI-USDT,16848045.0,407293132.0844,0.35237796810807054,1,0,-0.211183384869685,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,0.3062539999999999,0.379,0.284199,0.347358,FTM-USDT,458141825.0,151628701.64919502,0.13466739837717068,1,0,-0.14970495498911143,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,2.0427,2.052,1.684,1.7679,ICX-USDT,15506023.0,28726537.3179,-0.1338493949341042,0,1,-0.13093824150274214,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,26.263,28.3358,17.5103,27.7285,UNI-USDT,14861709.0,386194023.5713,0.055700443547619605,1,0,-0.5417782673387787,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,24.24,33.836,21.955,32.219,UNFI-USDT,1514542.7,44278893.519,0.3292763429325851,1,0,-0.28574356625563957,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0,1,-0.15774826068367023,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,3.9399,4.9417,3.7717,4.685,1INCH-USDT,45692719.0,199154224.4473,0.18890524285641774,1,0,-0.14346315946797691,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,1.10776,1.3006,1.08867,1.24484,ADA-USDT,1339139407.0,1622826922.47249,0.12339027713855133,1,0,-0.08065345714814,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,1.4598,1.46045,1.251,1.31376,ADA-USDT,1204274005.0,1645759846.93947,-0.10028763183125589,0,1,-0.10869704149722625,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,0.20231,0.23387,0.18604,0.23359,MATIC-USDT,541403939.0,113881929.51083,0.15370178298019455,1,0,-0.17195225908663406,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.0564299999999999,0.07009,0.05415,0.06892,CHZ-USDT,578659514.0,36476885.95283,0.21917565894215452,1,0,-0.1583563881151639,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,0.0689,0.0689299999999999,0.05943,0.06516,CHZ-USDT,812234957.0,52424670.40627,-0.054556006964596615,0,1,-0.12804978494871516,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,0.90663,1.34401,0.8921399999999999,1.17915,ENJ-USDT,446817361.0,516095997.57911,0.3001698054955233,1,0,-0.16913824994800986,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,0.0851,0.1168,0.08158,0.11167,CHZ-USDT,1809014229.0,182390643.36313,0.31021940631233136,1,0,-0.20679085476944672,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,1.37743,1.519,1.18835,1.3009,ENJ-USDT,252807658.0,345630088.7552,-0.05603285635503441,0,1,-0.12720158095509249,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,0.045697,0.051399,0.041333,0.048317,IOST-USDT,2085118378.0,97065340.974976,0.058051942364122144,1,0,-0.13690026446174627,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,5.553,6.643,5.521,6.589,QTUM-USDT,9820073.4,60065406.0978,0.18677953890489918,1,0,-0.09952907064023009,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,1.7832,2.0254,1.7464,1.9333,SFP-USDT,7315152.0,14060334.6348,0.08338470159708611,1,0,-0.0644182314222502,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,1.11427,1.32764,1.06545,1.31172,OCEAN-USDT,27964619.0,34157747.355170004,0.1772540431871623,1,0,-0.13845792727525516,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.23253,0.28,0.2276,0.27656,BLZ-USDT,142293328.0,37091005.0072,0.18868735493853728,1,0,-0.11867310550645385,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,0.1288099999999999,0.1635599999999999,0.12858,0.1599799999999999,CHZ-USDT,1205639344.0,173185439.15105,0.24285270354257227,1,0,-0.12264736952501344,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,0.21964,0.31634,0.21964,0.28984,CHZ-USDT,4073952498.0,1104321043.36498,0.3180536607548885,1,0,-0.16039882715357728,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.3528699999999999,0.58563,0.338,0.55918,SKL-USDT,210319898.0,102532370.40623,0.584752727788012,1,0,-0.34915679440364505,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,-0.23416355689030077,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,5.2192,6.656,5.1721,6.5202,HNT-USDT,9144444.0,54342817.5441,0.2512377662636729,1,0,-0.13408480088535646,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.12762,0.16182,0.12761,0.15782,ZIL-USDT,720927038.0,102866839.84996,0.2365431324923608,1,0,-0.11844682090378325,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.29541,0.54146,0.29195,0.40925,MATIC-USDT,1235515466.0,494592062.63621,0.3843785941411271,1,0,-0.20717587918561817,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.4946,0.498,0.3111,0.394,XEM-USDT,795140713.0,338933128.5738,-0.20339668418924373,0,1,-0.4281581347425866,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.5112,0.958,0.4637699999999999,0.7288899999999999,CHZ-USDT,3369296208.0,2084054527.97327,0.42595273495578656,1,0,-0.3369234677335002,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,2.24694,2.72649,2.11457,2.62934,CTK-USDT,11631034.0,28876018.72438,0.17142780767722865,1,0,-0.15245652708372606,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.56034,0.80266,0.56034,0.68628,SAND-USDT,155397228.0,109002356.83482,0.22445047102483584,1,0,-0.11250312109606449,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,1.9411,2.5032,1.8599,2.4228,SFP-USDT,26134688.0,57455780.7733,0.24732289950576614,1,0,-0.17350395089249973,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,0.0709,0.093,0.07045,0.08454,BTS-USDT,689484682.0,57781490.50279,0.19255184088023714,1,0,-0.10312276747725081,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,2.39529,2.92273,2.23,2.83206,CTK-USDT,20280458.0,54619324.07965,0.1839369249227656,1,0,-0.17132959564426187,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.048582,0.050212,0.038133,0.040158,REEF-USDT,7439702987.0,314372055.116222,-0.17341456888211926,0,1,-0.16357219112784435,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.04997,0.05975,0.04597,0.05655,AKRO-USDT,794237384.0,43134095.82912,0.13167900740444272,1,0,-0.15858164920999593,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.7918,1.1799,0.7853,1.0314,BAT-USDT,253529188.8,251969188.53789002,0.3027661993179236,1,0,-0.16076658397088275,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.36609,0.4678,0.35622,0.45356,BLZ-USDT,177171230.0,76053994.79756,0.239810841101058,1,0,-0.15011790045146553,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,14.613,19.95,14.324000000000002,17.465999999999998,ALICE-USDT,6309173.2,111808902.882,0.1957280755802011,1,0,-0.11955459360544882,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,1.4347299999999998,1.48,1.161,1.23068,ADA-USDT,1937315918.0,2604481362.04841,-0.1422697081843589,0,1,-0.14792850863110676,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,0.1137099999999999,0.12768,0.10502,0.1166,ONE-USDT,1304979472.0,151938202.07703,0.024784672174372524,1,0,-0.09683868816999677,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.16921,0.17878,0.15303,0.1719099999999999,LINA-USDT,224497841.0,37094643.91793,0.016978230004732087,1,0,-0.11399724799076948,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,0.11377,0.1408,0.1109599999999999,0.13665,ONE-USDT,984445969.0,126201953.16929,0.20195267833582542,1,0,-0.12806415572601434,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,0.13666,0.1824,0.1323099999999999,0.17638,ONE-USDT,2720626970.0,437482784.74011,0.2907427735089647,1,0,-0.18294156277367174,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,3.4908,3.897,3.26,3.89,SFP-USDT,24153236.0,87785229.7825,0.11432581855681923,1,0,-0.13203987689558336,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,0.32447,0.407,0.30068,0.39005,BLZ-USDT,151214122.0,54801968.99051,0.2021142170308503,1,0,-0.18817346720189354,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,0.9064,2.0176,0.9064,1.7633,STORJ-USDT,365414888.0,579159511.9143,0.9447446785044669,1,0,-0.47285965939033914,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,7.231,8.43,6.702999999999999,8.165,QTUM-USDT,15199039.9,114525624.7399,0.1294784894176233,1,0,-0.14829180941624373,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,0.095213,0.1269819999999999,0.088,0.117801,ANKR-USDT,3137298243.0,324867802.615149,0.23914964340563394,1,0,-0.20947156710550366,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,1.5694,2.31,1.5685,2.0231,STORJ-USDT,184739543.0,379299340.4559,0.28900923861102257,1,0,-0.14523429936095442,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,2.0246,3.274,1.952,3.1378,STORJ-USDT,284512879.0,745419786.8456,0.5509861104245959,1,0,-0.3219518426129516,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,13.459,18.255,13.35,16.419,ALICE-USDT,7659600.0,126476636.4807,0.22074349442379182,1,0,-0.11868913848787319,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,3.3981,3.6665,2.6877,2.7217,STORJ-USDT,177960979.0,561736280.3602,-0.1989345420296681,0,1,-0.13838970071663617,52,49,0.5148514851485149,1.0,1.0,1.0
