time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Vidya_2,上涨数量,下跌数量,上涨比例,rank_Vidya_2,rank_sum,rank
2021-02-17 11:59:00,0.0555919999999999,0.06041,0.050042,0.0586519999999999,RSR-USDT,538720146.0,29329109.190621,0.05523370875463107,1,0,-0.02563462074782763,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,0.052457,0.053684,0.047825,0.049527,DOGE-USDT,3203327876.0,163976025.529831,-0.05605321338720559,0,1,-0.028834746801313038,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,0.04314,0.04783,0.04314,0.04467,AKRO-USDT,227845181.0,10391660.52459,0.03546592489568856,1,0,-0.01696242112146107,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,2.0787400000000003,2.35276,2.03537,2.24701,CTK-USDT,8443484.0,18827137.29346,0.08156202468280083,1,0,-0.027904028795559088,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,15.8368,15.9647,14.8,15.2274,SUSHI-USDT,7666622.0,117252603.0203,-0.038401060907454765,0,1,-0.019576407869194457,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,11.081,11.390999999999998,10.001,10.248,LIT-USDT,1286316.7,13711348.5542,-0.0750902527075813,0,1,-0.03900975243810956,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,10.255,12.5,9.6,11.723,LIT-USDT,2673285.3,29856878.7387,0.14393052302888387,1,0,-0.02971121033031343,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,5.0696,5.091,4.6418,4.7792,RUNE-USDT,3580615.0,17408620.237,-0.0574871319541681,0,1,-0.02959420907826471,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,2.0427,2.052,1.684,1.7679,ICX-USDT,15506023.0,28726537.3179,-0.1338493949341042,0,1,-0.07172486216854823,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,15.518,17.7887,12.3,16.9522,BAND-USDT,6078775.1,92689447.63072,0.09328827463448941,1,0,-0.04303922933925197,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,216.25,220.85,197.54,204.31,XMR-USDT,185372.408,38470887.5307,-0.05517018128005924,0,1,-0.02836761383902009,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0,1,-0.06330551527627093,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,1.40524,1.44172,1.1649200000000002,1.25492,ALPHA-USDT,44365870.0,56695586.46125,-0.10547512634632794,0,1,-0.055673656130422966,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,5.9221,6.435,5.2836,5.4833,SRM-USDT,8383124.0,49536189.4044,-0.07345386955052391,0,1,-0.03812723110522476,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,0.1524299999999999,0.15399,0.1356,0.14213,RVN-USDT,38019593.0,5608664.19437,-0.06640830267997888,0,1,-0.03434453239120838,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,1.5982,1.605,1.3691,1.475,SFP-USDT,5681133.0,8299879.1503,-0.07772150315763138,0,1,-0.0404319682529356,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.584762,0.5912,0.5,0.520981,FTM-USDT,182026179.0,96939117.34784201,-0.1089726815769535,0,1,-0.018993414432932565,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,38.977,39.264,34.361999999999995,36.375,UNFI-USDT,434995.3,15841383.2075,-0.06685308227084996,0,1,-0.034582514995488034,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,2.0785,2.1264,1.9372,1.9372,SFP-USDT,7711692.0,15637069.8546,-0.0680265563359953,0,1,-0.035210916878330445,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,0.22258,0.237,0.20638,0.21097,MATIC-USDT,152560605.0,33534521.92035,-0.05186283762527488,0,1,-0.026621758789332595,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,0.503142,0.517798,0.439729,0.458006,FTM-USDT,133386330.0,63406957.774295,-0.09040428815138024,0,1,-0.04734210890317869,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,2.8292900000000003,2.83202,2.37095,2.4908,AXS-USDT,9342349.0,23785028.8617,-0.12034044957708667,0,1,-0.06402247127678573,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,4.369,4.4156,4.03,4.1318,THETA-USDT,9382468.9,39379020.74532,-0.05396680022896383,0,1,-0.02773169555139854,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,1.2002,1.26412,1.12704,1.13061,ENJ-USDT,46315488.0,55244761.19634,-0.05661432171286496,0,1,-0.028499799049218177,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,0.1052299999999999,0.11859,0.10056,0.11312,CHZ-USDT,1028812516.0,113759650.84055,0.07477434679334927,1,0,-0.022169906233651338,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.58534,0.58618,0.55952,0.57221,LRC-USDT,8201269.0,4690566.51917,-0.022364599350760406,0,1,-0.011033981401191495,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,1.6914900000000002,1.7301799999999998,1.52053,1.5887,ALPHA-USDT,20242721.0,32647874.88338,-0.06051897057432121,0,1,-0.0312036929756625,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,2.398,2.489,2.321,2.38,CRV-USDT,15775434.3,37742181.2698,-0.007092198581560294,0,1,-0.0027466622083162084,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.0762429999999999,0.076819,0.0719,0.073642,RSR-USDT,531398151.0,39577624.197144,-0.03374708058886822,0,1,-0.017163143284219418,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,-0.1133004926108373,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,0.488,0.505929,0.444,0.458552,FTM-USDT,140993394.0,67302236.444185,-0.06046170458200906,0,1,-0.031173246088950668,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.52299,0.60952,0.5069600000000001,0.58563,SKL-USDT,90932306.0,49883569.27461,0.11979425599449312,1,0,-0.05155962285700233,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.39891,0.40362,0.36263,0.37294,COTI-USDT,63015456.0,23861581.09208,-0.06526642939495719,0,1,-0.03373406570629078,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.4946,0.498,0.3111,0.394,XEM-USDT,795140713.0,338933128.5738,-0.20339668418924373,0,1,-0.11321179383299573,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.36959,0.37832,0.32391,0.34101,COTI-USDT,49933862.0,17261210.14998,-0.07592878627753852,0,1,-0.0394625654892683,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,8.125,9.04,7.803999999999999,9.0,LIT-USDT,1535947.0,13005677.1461,0.10769230769230775,1,0,-0.03988447065249079,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.6875600000000001,0.7937,0.5844600000000001,0.60415,CHZ-USDT,1751912111.0,1226542166.80435,-0.12200261589885197,0,1,-0.0649642097117431,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,0.06632,0.068989,0.059345,0.0615919999999999,ANKR-USDT,715455552.0,45307635.447955,-0.06945262808019614,0,1,-0.035975614527982036,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,0.3575,0.3616,0.3305,0.3305,XEM-USDT,117226664.0,40939396.3832,-0.07474804031354987,0,1,-0.03882506907081573,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,3.43194,3.63626,2.94374,3.10998,BEL-USDT,12050251.0,39376096.10104,-0.09289831062161669,0,1,-0.048711776167476795,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.048582,0.050212,0.038133,0.040158,REEF-USDT,7439702987.0,314372055.116222,-0.17341456888211926,0,1,-0.09493920510248932,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.4831,0.4929,0.4285,0.4409,CHR-USDT,60326848.0,27303359.5972,-0.08640696228760869,0,1,-0.045154304277206236,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.441,0.4459,0.37,0.3962,CHR-USDT,94488223.0,38168470.6825,-0.10138353368110686,0,1,-0.053398638155536915,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.5928100000000001,0.5956,0.505,0.52245,SAND-USDT,70841331.0,38321198.79347,-0.11851051983330241,0,1,-0.06298760693724548,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,0.4529399999999999,0.45366,0.41,0.41839,BLZ-USDT,59636767.0,25283758.68354,-0.07619783616692433,0,1,-0.039607937655660064,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,84.31299999999999,85.759,74.07,79.68,FIL-USDT,6835655.7,537347699.5135,-0.05531975434519709,0,1,-0.028446709667979464,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,16.494,16.88,15.025,15.218,ALICE-USDT,2273283.3,36120619.7747,-0.07730552355544773,0,1,-0.04020686827914588,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.3985,0.4285,0.391,0.423,CHR-USDT,46491046.0,19031760.679,0.06148055207026348,1,0,-0.02839766921358977,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,14.407,14.800999999999998,13.15,13.433,ALICE-USDT,2357791.4,32622786.6899,-0.06715277777777784,0,1,-0.03474293105306647,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,0.405995,0.429,0.396528,0.425621,FTM-USDT,84323376.0,35243337.29938,0.04834566113208849,1,0,-0.020972501293110346,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,21.8385,21.9923,20.7993,21.3038,LUNA-USDT,4006412.0,86110159.4871,-0.024484282345399233,0,1,-0.012393868662542329,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,0.32447,0.407,0.30068,0.39005,BLZ-USDT,151214122.0,54801968.99051,0.2021142170308503,1,0,-0.06573201050824973,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,18.5333,19.0979,16.6625,16.9182,LUNA-USDT,4961679.0,89380503.8731,-0.08720001726519355,0,1,-0.04558762968019292,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,0.085147,0.10343,0.079199,0.095066,ANKR-USDT,1045229367.0,97663455.210076,0.1166369103551963,1,0,-0.03144520367075754,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,0.57605,0.5876600000000001,0.518,0.518,SKL-USDT,47369657.0,26063452.20815,-0.10069444444444431,0,1,-0.05301645338208394,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,0.18116,0.189,0.17113,0.173,ONE-USDT,439827131.0,79181626.82263,-0.04504305586222124,0,1,-0.023040433702281482,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,12.505,14.531,12.285,13.45,ALICE-USDT,2758520.7,37509406.876,0.07694771398830969,1,0,-0.036190495514780485,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,0.088657,0.094027,0.088193,0.092714,VET-USDT,807962417.0,73852901.870579,0.045489400090212184,1,0,-0.020912466031929866,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,0.190825,0.192904,0.1624799999999999,0.16666,ANKR-USDT,1121724913.0,197027614.298452,-0.12663435084501506,0,1,-0.06759724184231508,52,49,0.5148514851485149,1.0,1.0,1.0
