time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,振幅,上涨,下跌,Dc_2,上涨数量,下跌数量,上涨比例,rank_Dc_2,rank_sum,rank
2022-05-08 02:59:00,1.855,1.899,1.614,1.659,ANC-USDT,36168035.6,62629633.001,-0.10614224137931039,0.15363881401617246,0,1,0.28297872340425523,7,144,0.046357615894039736,1.0,1.0,1.0
2022-05-25 14:59:00,0.3195,0.4295,0.2776,0.3695,ANCBUSD,287346665.0,98436296.4666,0.15649452269170583,0.4754303599374021,1,0,0.4296422005374062,11,146,0.07006369426751592,1.0,1.0,1.0
2022-05-26 02:59:00,0.3697,0.3849,0.296,0.3381,ANCBUSD,383333690.0,131782481.7395,-0.08497970230040586,0.2404652420881797,0,1,0.4296422005374062,109,48,0.6942675159235668,1.0,1.0,1.0
2022-05-26 14:59:00,0.3381,0.3638,0.26,0.2887,ANCBUSD,509961044.0,160202138.594,-0.14611061816030757,0.3070097604259095,0,1,0.38734687548457125,3,154,0.01910828025477707,1.0,1.0,1.0
2022-05-27 02:59:00,0.2887,0.336,0.1882,0.1962,ANCBUSD,420558370.0,117803220.1808,-0.3204018011776931,0.511950121233114,0,1,0.6362318840579709,3,154,0.01910828025477707,1.0,1.0,1.0
2022-05-27 14:59:00,0.1959,0.2498,0.1676,0.2247,ANCBUSD,842884768.0,177486527.1153,0.14525993883792054,0.41960183767228176,1,0,0.6687847498014298,121,36,0.7707006369426752,1.0,1.0,1.0
2022-05-28 02:59:00,0.2247,0.2333,0.1982,0.2316,ANCBUSD,321586430.0,69407396.5461,0.030707610146862407,0.15620827770360488,1,0,0.39386679444178246,15,142,0.09554140127388536,1.0,1.0,1.0
2022-05-28 14:59:00,0.2315,0.3666,0.2279,0.3013,ANCBUSD,1519765197.0,446414437.8598,0.3009499136442142,0.5991360691144708,1,0,0.5963172804532578,149,8,0.9490445859872612,1.0,1.0,1.0
2022-06-10 14:59:00,0.1597,0.1738,0.1508,0.1595,ANCBUSD,738252153.0,120260383.2601,-0.001877346683354153,0.1440200375704447,0,1,0.3316848005275306,8,155,0.049079754601226995,1.0,1.0,1.0
2022-06-20 02:59:00,0.1013,0.151,0.0993,0.1238,ANCBUSD,977707953.0,125302237.5591,0.22090729783037455,0.5103652517275419,1,0,0.5571549534292972,122,41,0.7484662576687117,1.0,1.0,1.0
2021-03-26 02:59:00,0.105636,0.133097,0.09201,0.127555,ANKR-USDT,3274184854.0,360081816.574296,0.2074955507592109,0.3889488431973948,1,0,0.4624564065087279,87,14,0.8613861386138614,1.0,1.0,1.0
2021-06-23 14:59:00,0.06045,0.07966,0.05939,0.07593,ANKR-USDT,1031414970.0,74282767.24957,0.25649511831871585,0.33531844499586433,1,0,0.4266240194958495,96,18,0.8421052631578947,1.0,1.0,1.0
2021-06-24 02:59:00,0.07596,0.0831399999999999,0.06948,0.07432,ANKR-USDT,1381858924.0,102921307.4338,-0.021203740287106587,0.17983149025802916,0,1,0.3332631726654026,4,110,0.03508771929824561,1.0,1.0,1.0
2021-10-18 14:59:00,0.08897,0.11097,0.08793,0.10954,ANKR-USDT,1930634956.0,192105962.222018,0.23120152860514787,0.25896369562773974,1,0,0.2601965476857274,24,109,0.18045112781954886,1.0,1.0,1.0
