time,open,high,low,close,symbol,volume,quote_volume,ÕÇµø·ù,Õñ·ù,ÉÏÕÇ,ÏÂµø,dc_dn,dc,ÉÏÕÇÊýÁ¿,ÏÂµøÊýÁ¿,ÉÏÕÇ±ÈÀý,rank_ÕÇµø·ù,rank_Õñ·ù,rank_sum,rank
2021-01-13 11:59:00,14.916,16.565,13.83,14.906,SNX-USDT,3492775.0,53799984.7879,-6.708257865428724e-05,0.18336015017430954,0,1,8.144,1,71,8,0.8987341772151899,8.0,8.0,16.0,1.0
2021-01-13 23:59:00,0.4414399999999999,0.4736399999999999,0.42376,0.46076,ALPHA-USDT,21577660.0,9595753.38146,0.04343493817654798,0.11299383834722698,1,0,0.23805,1,78,1,0.9873417721518988,22.0,25.0,47.0,1.0
2021-01-14 11:59:00,0.4605,0.47997,0.42172,0.44646,ALPHA-USDT,12457866.0,5593422.07603,-0.031035680180571235,0.12649294245385456,0,1,0.24222,1,45,34,0.569620253164557,3.0,6.0,9.0,1.0
2021-01-14 23:59:00,0.43226,0.4429899999999999,0.38489,0.40663,LRC-USDT,34031107.0,14294657.78524,-0.05920595992781452,0.13440984592606273,0,1,0.26353,1,51,28,0.6455696202531646,2.0,8.0,10.0,1.0
2021-01-15 11:59:00,88.735,89.529,80.483,82.165,KSM-USDT,179066.0,15141716.0942,-0.0748643231922893,0.10194399053361122,0,1,57.7,1,54,25,0.6835443037974683,1.0,37.0,38.0,1.0
2021-01-15 23:59:00,0.4883699999999999,0.49461,0.3860699999999999,0.43755,ALPHA-USDT,41132579.0,18057826.11903,-0.10406044597333974,0.22224952392653133,0,1,0.27086,1,17,62,0.21518987341772153,1.0,6.0,7.0,1.0
2021-01-16 11:59:00,0.0247,0.025781,0.022009,0.023965,IOST-USDT,5457942412.0,130570286.104975,-0.028734700494447596,0.15271255060728736,0,1,0.005762,1,77,2,0.9746835443037974,1.0,15.0,16.0,1.0
2021-01-16 23:59:00,0.023949,0.024016,0.019634,0.020824,IOST-USDT,3820540584.0,82264136.771884,-0.13106613811808898,0.18297214915027768,0,1,0.005906,1,15,64,0.189873417721519,1.0,8.0,9.0,1.0
2021-01-17 11:59:00,0.02083,0.020838,0.0167539999999999,0.0185,IOST-USDT,4638857242.0,84457964.121291,-0.11160199769496737,0.19606337013922698,0,1,0.005906,1,28,51,0.35443037974683544,1.0,6.0,7.0,1.0
2021-01-17 23:59:00,0.23569,0.254,0.2221699999999999,0.23233,ENJ-USDT,66012560.0,15680087.49236,-0.014256014256014304,0.13505027790742122,0,1,0.14018,1,66,13,0.8354430379746836,5.0,20.0,25.0,1.0
2021-01-18 11:59:00,1.69,1.781,1.471,1.505,CRV-USDT,43753939.3,70517581.6277,-0.10999408633944407,0.1834319526627218,0,1,0.527,1,55,24,0.6962025316455697,1.0,9.0,10.0,1.0
2021-01-18 23:59:00,0.60548,0.6190100000000001,0.5563899999999999,0.5775,OCEAN-USDT,11511910.0,6655978.24096,-0.046778027201901384,0.10342207835106051,0,1,0.3275,1,44,35,0.5569620253164557,1.0,11.0,12.0,1.0
2021-01-19 11:59:00,0.61934,0.64918,0.525,0.5622699999999999,GRT-USDT,163554687.0,93259549.00316,-0.09148637076055521,0.2005037620692995,0,1,0.23169,1,46,34,0.575,1.0,3.0,4.0,1.0
2021-01-19 23:59:00,1.506,1.538,1.3119999999999998,1.332,CRV-USDT,33817249.0,47886880.607,-0.11612475116124743,0.15006640106241714,0,1,0.527,1,5,75,0.0625,3.0,5.0,8.0,1.0
2021-01-20 11:59:00,0.46712,0.49201,0.39437,0.40652,LRC-USDT,49289086.0,22041608.90589,-0.13021524241516547,0.20902551806816239,0,1,0.26353,1,4,76,0.05,2.0,3.0,5.0,1.0
2021-01-20 23:59:00,0.13069,0.14459,0.1275,0.13644,SKL-USDT,46635936.0,6359204.8144,0.04288007337766575,0.130767464993496,1,0,0.08689,1,80,0,1.0,11.0,27.0,38.0,1.0
2021-01-21 11:59:00,0.4202899999999999,0.4354399999999999,0.35015,0.3538,ENJ-USDT,135565353.0,52491107.15243,-0.15822031881989052,0.202931309334031,0,1,0.14018,1,3,78,0.037037037037037035,2.0,3.0,5.0,1.0
2021-01-21 23:59:00,1.36397,1.54197,0.8012,0.932,CTK-USDT,84195979.0,84935520.82566,-0.3172961411116645,0.5430984552446169,0,1,0.8012,1,3,78,0.037037037037037035,1.0,1.0,2.0,1.0
2021-01-22 11:59:00,0.11648,0.119,0.09274,0.11512,SKL-USDT,115406298.0,12368107.47141,-0.010656583018218369,0.2254464285714285,0,1,0.09274,1,78,3,0.9629629629629629,3.0,11.0,14.0,1.0
2021-01-22 23:59:00,1.993,2.096,1.896,1.958,CRV-USDT,44035473.6,87797971.9855,-0.01805416248746239,0.10035122930255903,0,1,0.601,1,64,17,0.7901234567901234,4.0,11.0,15.0,1.0
2021-01-23 11:59:00,1.70358,1.8566,1.6425900000000002,1.67163,BEL-USDT,8218773.0,14563437.59537,-0.019744326511464294,0.12562368658941747,0,1,0.91574,1,41,40,0.5061728395061729,14.0,19.0,33.0,1.0
2021-01-23 23:59:00,2.132,2.282,2.056,2.133,CRV-USDT,33487218.3,73244711.3212,-0.0004686035613870043,0.10600375234521574,0,1,0.6609999999999999,1,75,6,0.9259259259259259,6.0,20.0,26.0,1.0
2021-01-24 11:59:00,3.941,4.187,3.74,3.775,QTUM-USDT,12253121.5,48101545.0855,-0.04212128901294088,0.11342298908906372,0,1,2.549,1,73,8,0.9012345679012346,1.0,17.0,18.0,1.0
2021-01-24 23:59:00,0.041817,0.041961,0.037,0.039165,RSR-USDT,484972810.0,19068362.588312,-0.063486370157817,0.11863596145108449,0,1,0.03096,1,19,62,0.2345679012345679,2.0,9.0,11.0,1.0
2021-01-25 11:59:00,0.056879,0.064789,0.054698,0.055477,FTM-USDT,936846137.0,56220477.459914,-0.024631667780161015,0.17741169851790647,0,1,0.023508,1,56,26,0.6829268292682927,6.0,7.0,13.0,1.0
2021-01-25 23:59:00,247.91,255.83,206.17,212.79,COMP-USDT,130033.321,29521070.37082,-0.14152579981441893,0.20031463030938657,0,1,165.18,1,8,74,0.0975609756097561,1.0,3.0,4.0,1.0
2021-01-26 11:59:00,0.2214,0.2479,0.202,0.2069,FLM-USDT,103639978.0,23174555.7633,-0.06591422121896162,0.20731707317073167,0,1,0.1472,1,27,56,0.3253012048192771,4.0,3.0,7.0,1.0
2021-01-26 23:59:00,0.9697,0.99312,0.89012,0.9495,AXS-USDT,20198982.0,18982909.30318,-0.021194565284621603,0.10621841806744352,0,1,0.53301,1,69,14,0.8313253012048193,3.0,37.0,40.0,1.0
2021-01-27 11:59:00,0.16017,0.1645,0.13432,0.13467,SKL-USDT,93836598.0,14311726.73389,-0.15920584379097202,0.1884247986514329,0,1,0.09274,1,3,80,0.03614457831325301,1.0,6.0,7.0,1.0
2021-01-27 23:59:00,0.97276,1.01839,0.8615299999999999,0.87377,AXS-USDT,12735712.0,11848101.37582,-0.10212197502954312,0.1612525186068506,0,1,0.53301,1,26,57,0.3132530120481928,1.0,14.0,15.0,1.0
2021-01-28 11:59:00,0.87308,0.94316,0.81121,0.8536,AXS-USDT,13863021.0,12228138.96152,-0.023083877908374073,0.15113162596783802,0,1,0.53301,1,82,2,0.9761904761904762,2.0,21.0,23.0,1.0
2021-01-28 23:59:00,0.02077,0.022,0.01858,0.01872,AKRO-USDT,110731479.0,2244341.98224,-0.09913378248315685,0.16466056812710636,0,1,0.01201,1,47,37,0.5595238095238095,1.0,8.0,9.0,1.0
2021-01-29 11:59:00,2.489,2.5119,2.0679,2.2241,HNT-USDT,2468344.0,5525825.6942,-0.10771884778945673,0.17838489353153875,0,1,1.4,1,59,25,0.7023809523809523,1.0,12.0,13.0,1.0
2021-01-29 23:59:00,0.049931,0.068,0.038801,0.045883,DOGE-USDT,36918505360.0,1931472571.169437,-0.08064839304319948,0.5847870060683744,0,1,0.0072349999999999,1,25,59,0.2976190476190476,1.0,1.0,2.0,1.0
2021-01-30 11:59:00,0.045873,0.050646,0.02833,0.032685,DOGE-USDT,32015123805.0,1119590755.533153,-0.2876446614214415,0.4864735247313234,0,1,0.0072349999999999,1,33,51,0.39285714285714285,1.0,1.0,2.0,1.0
2021-01-30 23:59:00,0.032681,0.03528,0.022147,0.0279899999999999,DOGE-USDT,30837093063.0,880193693.090867,-0.14364387333639583,0.40185428842446674,0,1,0.0072349999999999,1,65,19,0.7738095238095238,1.0,2.0,3.0,1.0
2021-01-31 11:59:00,0.132136,0.134991,0.105,0.115121,FTM-USDT,184674276.0,21723879.262344,-0.12895342150661304,0.2269706968577829,0,1,0.0242439999999999,1,48,36,0.5714285714285714,1.0,4.0,5.0,1.0
2021-01-31 23:59:00,2.478,2.6172,2.225,2.273,HNT-USDT,2605972.0,6257207.9364,-0.08220948073972378,0.15827280064568194,0,1,1.4,1,10,74,0.11904761904761904,3.0,9.0,12.0,1.0
2021-02-01 11:59:00,4.9482,5.1475,4.2821,4.7939,1INCH-USDT,23107874.0,108557900.0927,-0.030732525930568744,0.17489187987551033,0,1,1.7064,1,54,31,0.6352941176470588,8.0,11.0,19.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,11715485199.7,5537087486.68393,-0.4085045389393216,0.4558050645007167,0,1,0.244,1,61,24,0.7176470588235294,1.0,1.0,2.0,1.0
2021-02-02 11:59:00,0.034837,0.035382,0.028768,0.033341,DOGE-USDT,6246054779.0,203832210.954578,-0.0428879001004735,0.18985561328472597,0,1,0.0072349999999999,1,49,36,0.5764705882352941,9.0,4.0,13.0,1.0
2021-02-02 23:59:00,0.0333279999999999,0.034088,0.030079,0.0313569999999999,DOGE-USDT,5211652976.0,164320044.716333,-0.059506313547887046,0.12028924627940503,0,1,0.0072349999999999,1,57,28,0.6705882352941176,2.0,12.0,14.0,1.0
2021-02-03 11:59:00,2.384,2.5366,2.1325,2.1837,LUNA-USDT,9579657.0,22212119.1812,-0.07953970662620125,0.16950503355704705,0,1,0.9008,1,65,20,0.7647058823529411,1.0,3.0,4.0,1.0
2021-02-03 23:59:00,0.144995,0.146,0.128963,0.130675,FTM-USDT,215138708.0,29373816.395905,-0.0982831670323906,0.11750060346908511,0,1,0.050525,1,76,9,0.8941176470588236,1.0,15.0,16.0,1.0
2021-02-04 11:59:00,2.6641,2.7264,2.2695,2.4732,KAVA-USDT,6365306.8,16235686.84908,-0.07165646935175107,0.17150257122480392,0,1,2.0029,1,23,62,0.27058823529411763,6.0,12.0,18.0,1.0
2021-02-04 23:59:00,0.053992,0.0564289999999999,0.041622,0.052782,DOGE-USDT,20898455727.0,1017132544.999043,-0.022863172704887358,0.274244332493701,0,1,0.0072349999999999,1,62,23,0.7294117647058823,4.0,6.0,10.0,1.0
2021-02-05 11:59:00,0.0527809999999999,0.0542789999999999,0.0432,0.045974,DOGE-USDT,11178794143.0,530068328.319654,-0.1289833655412831,0.20990507947935652,0,1,0.0072349999999999,1,83,2,0.9764705882352941,1.0,12.0,13.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0.35109004739336486,0,1,0.0167,1,65,20,0.7647058823529411,1.0,3.0,4.0,1.0
2021-02-06 11:59:00,0.164547,0.172692,0.130219,0.136705,FTM-USDT,218055885.0,32058645.668127,-0.17002106745836598,0.25812078008107114,0,1,0.06761,1,14,71,0.16470588235294117,1.0,2.0,3.0,1.0
2021-02-06 23:59:00,1.4975,1.5539,1.3955,1.4559,ZRX-USDT,37898936.7,55739972.60411,-0.027324959914484137,0.10577629382303846,0,1,0.576,1,68,17,0.8,4.0,20.0,24.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,26416349.0,58256280.61406,-0.0802922998737684,0.1876832604386784,0,1,1.36177,1,34,51,0.4,1.0,7.0,8.0,1.0
2021-02-07 23:59:00,2.1344,2.1542,1.8222,1.9953,SXP-USDT,54813647.9,109538139.40303001,-0.06477618936020624,0.15554722638680654,0,1,1.0947,1,29,56,0.3411764705882353,1.0,19.0,20.0,1.0
2021-02-08 11:59:00,0.07803,0.0783,0.063154,0.075185,DOGE-USDT,16069699655.0,1161335230.539562,-0.036460335768294216,0.1941048314750736,0,1,0.022147,1,83,2,0.9764705882352941,1.0,9.0,10.0,1.0
2021-02-08 23:59:00,186.22,194.472,157.365,164.735,EGLD-USDT,1151275.3,204946828.0785,-0.11609102274495497,0.19926431102996456,0,1,58.3,1,43,42,0.5058823529411764,1.0,11.0,12.0,1.0
2021-02-09 11:59:00,5.8078,5.914,4.8581,5.4253,LUNA-USDT,25357575.0,135030820.6247,-0.06584362139917688,0.18180722476669295,0,1,1.3697,1,59,26,0.6941176470588235,1.0,8.0,9.0,1.0
2021-02-09 23:59:00,0.079801,0.0812,0.063647,0.070186,DOGE-USDT,11500380507.0,822085445.373341,-0.1204321018597424,0.21995964962845077,0,1,0.026516,1,73,12,0.8588235294117647,2.0,10.0,12.0,1.0
2021-02-10 11:59:00,196.246,218.996,172.313,180.097,EGLD-USDT,756802.2,145986599.3295,-0.08285973274667968,0.2378800077453809,0,1,58.3,1,77,8,0.9058823529411765,1.0,7.0,8.0,1.0
2021-02-10 23:59:00,0.1318599999999999,0.1356,0.101,0.1162,MATIC-USDT,1066822877.0,126931885.51963,-0.1185617841159069,0.2623995146367361,0,1,0.03623,1,17,68,0.2,1.0,12.0,13.0,1.0
2021-02-11 11:59:00,54.8184,56.8888,48.049,48.4519,AVAX-USDT,3924174.0,203557778.0519,-0.11772814345960825,0.16125607460268823,0,1,12.6039,1,75,10,0.8823529411764706,1.0,28.0,29.0,1.0
2021-02-11 23:59:00,180.247,185.14,147.67700000000002,158.55,EGLD-USDT,789898.4,131877699.0723,-0.12006615459752257,0.2078425715823285,0,1,63.004,1,63,22,0.7411764705882353,2.0,9.0,11.0,1.0
2021-02-12 11:59:00,0.34756,0.35896,0.3060199999999999,0.31978,SKL-USDT,61323812.0,20049654.85889,-0.07844380403458207,0.15231902405340114,0,1,0.14163,1,67,18,0.788235294117647,1.0,22.0,23.0,1.0
2021-02-12 23:59:00,2.65976,2.86547,2.13068,2.2408200000000003,GRT-USDT,216968325.0,546531073.58073,-0.15751361959868704,0.2762617679790659,0,1,0.729,1,54,31,0.6352941176470588,1.0,5.0,6.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,71447287.0,141475561.16098002,-0.13176105135186356,0.29303176451022783,0,1,1.70068,1,20,65,0.23529411764705882,1.0,6.0,7.0,1.0
2021-02-13 23:59:00,0.5108600000000001,0.545,0.46303,0.49513,CVC-USDT,173601187.0,86794661.78428,-0.029194933532018408,0.16045491915593318,0,1,0.16648,1,75,10,0.8823529411764706,3.0,25.0,28.0,1.0
2021-02-14 11:59:00,268.42,279.98,238.63,248.13,DASH-USDT,472830.729,120059176.80784,-0.07507361986058814,0.15404962372401468,0,1,110.4,1,24,61,0.2823529411764706,4.0,8.0,12.0,1.0
2021-02-14 23:59:00,1.3286,1.3342,1.1226,1.1664,ONT-USDT,44347820.6,53900172.11567,-0.12201731275875038,0.15926539214210447,0,1,0.6022,1,11,74,0.12941176470588237,2.0,9.0,11.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,1316845.2,169040425.57569999,-0.1437032721623459,0.4131922193093181,0,1,81.346,1,18,67,0.21176470588235294,1.0,1.0,2.0,1.0
2021-02-15 23:59:00,2.2863900000000004,2.44248,2.02997,2.14161,GRT-USDT,87958879.0,201224556.91743,-0.06297417678097961,0.18041978840005427,0,1,0.778,1,25,60,0.29411764705882354,8.0,15.0,23.0,1.0
2021-02-16 11:59:00,1.7719,1.941,1.65,1.7405,ICX-USDT,19556537.0,35540687.2144,-0.017277398227090512,0.16423048704780188,0,1,0.7647,1,65,20,0.7647058823529411,6.0,11.0,17.0,1.0
2021-02-16 23:59:00,0.30405,0.31428,0.2706199999999999,0.28257,SKL-USDT,54972966.0,15920066.29608,-0.07125718981101081,0.143594803486269,0,1,0.14389,1,13,72,0.15294117647058825,3.0,5.0,8.0,1.0
2021-02-17 11:59:00,0.1091299999999999,0.11307,0.09535,0.10659,MATIC-USDT,245559784.0,25432188.2152,-0.022558459422283295,0.16237514890497587,0,1,0.05141,1,56,29,0.6588235294117647,10.0,8.0,18.0,1.0
2021-02-17 23:59:00,0.2492,0.26493,0.23423,0.23756,BLZ-USDT,74682451.0,18661243.64141,-0.046020399967874104,0.12319422150882826,0,1,0.1377799999999999,1,68,17,0.8,2.0,15.0,17.0,1.0
2021-02-18 11:59:00,7.3217,7.5916,6.6867,6.7573,LUNA-USDT,8086335.0,57472778.8733,-0.07642998701564951,0.12359151563161555,0,1,3.3113,1,46,40,0.5348837209302325,1.0,12.0,13.0,1.0
2021-02-18 23:59:00,0.12541,0.137,0.11957,0.1224799999999999,MATIC-USDT,313176401.0,40173843.11343,-0.021177974906098407,0.13898413204688634,0,1,0.06936,1,62,24,0.7209302325581395,7.0,13.0,20.0,1.0
2021-02-19 11:59:00,0.3282199999999999,0.32978,0.27433,0.30119,SAND-USDT,105412468.0,31552850.66539,-0.08240921277114299,0.16894156358540008,0,1,0.13163,1,54,33,0.6206896551724138,1.0,12.0,13.0,1.0
2021-02-19 23:59:00,6.51,8.0,5.419,6.23,DODO-USDT,5302359.1,32664631.4124,-0.043010752688171894,0.3964669738863288,0,1,5.419,1,35,53,0.3977272727272727,14.0,1.0,15.0,1.0
2021-02-20 11:59:00,1.7616,1.8495,1.45618,1.52524,REN-USDT,63877283.0,103875488.92623,-0.13535637553075108,0.2232742960944595,0,1,0.68971,1,68,20,0.7727272727272727,1.0,13.0,14.0,1.0
2021-02-20 23:59:00,0.19627,0.19948,0.13084,0.14427,MATIC-USDT,763740827.0,128595329.01908,-0.2656520411279649,0.3497223212920975,0,1,0.07985,1,4,84,0.045454545454545456,1.0,1.0,2.0,1.0
2021-02-21 11:59:00,18.3225,19.4273,17.4274,18.0004,SUSHI-USDT,9020966.0,164883116.315,-0.01835632873425319,0.10914995224450812,0,1,11.593,1,84,4,0.9545454545454546,1.0,26.0,27.0,1.0
2021-02-21 23:59:00,31.7308,31.9994,27.7029,28.84,UNI-USDT,11836763.0,351444223.8328,-0.09082884632359434,0.1354047171833046,0,1,16.7095,1,22,66,0.25,1.0,6.0,7.0,1.0
2021-02-22 11:59:00,2.0427,2.052,1.684,1.7679,ICX-USDT,15506023.0,28726537.3179,-0.1338493949341042,0.180153718118177,0,1,1.1914,1,10,79,0.11235955056179775,1.0,13.0,14.0,1.0
2021-02-22 23:59:00,1.61428,1.6384599999999998,1.143,1.47309,ALPHA-USDT,57349953.0,82545449.79803,-0.08654078690354383,0.30692321034764714,0,1,1.143,1,28,61,0.3146067415730337,2.0,16.0,18.0,1.0
2021-02-23 11:59:00,0.29513,0.33283,0.17267,0.20443,SAND-USDT,116908974.0,27969794.535,-0.3072048258099499,0.5426761088333956,0,1,0.17267,1,1,89,0.011111111111111112,2.0,1.0,3.0,1.0
2021-02-23 23:59:00,12.4417,14.2473,11.4124,13.2016,BAND-USDT,3593842.5,46122073.02032,0.06267407228527722,0.2278547143879051,1,0,10.6227,1,89,1,0.9888888888888889,13.0,14.0,27.0,1.0
2021-02-24 11:59:00,4.8644,5.6,4.4284,4.9179,RUNE-USDT,12407402.0,63552972.1153,0.011060627865381312,0.24085190362634648,1,0,3.01,1,88,3,0.967032967032967,4.0,15.0,19.0,1.0
2021-02-24 23:59:00,2.517,2.69,2.0089,2.1198,TOMO-USDT,23632735.0,54970853.9207,-0.15693604836143815,0.2705999205403257,0,1,1.4257,1,18,73,0.1978021978021978,1.0,3.0,4.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0.20432774873106363,0,1,0.0287,1,64,27,0.7032967032967034,1.0,6.0,7.0,1.0
2021-02-25 23:59:00,0.758831,0.8262430000000001,0.588829,0.597,FTM-USDT,397267034.0,279814364.57183,-0.2137474351308708,0.31286808261655097,0,1,0.153142,1,2,89,0.02197802197802198,1.0,2.0,3.0,1.0
2021-02-26 11:59:00,1.40524,1.44172,1.1649200000000002,1.25492,ALPHA-USDT,44365870.0,56695586.46125,-0.10547512634632794,0.1969770288349319,0,1,0.95,1,21,70,0.23076923076923078,1.0,4.0,5.0,1.0
2021-02-26 23:59:00,0.541205,0.627977,0.5,0.5226890000000001,FTM-USDT,289105460.0,159926691.452634,-0.03477433889791681,0.23646677321902052,0,1,0.153142,1,46,45,0.5054945054945055,4.0,2.0,6.0,1.0
2021-02-27 11:59:00,0.522935,0.56211,0.4521,0.5015189999999999,FTM-USDT,281217126.0,138286944.222099,-0.040502095892586465,0.2103703137101169,0,1,0.165,1,87,4,0.9560439560439561,1.0,4.0,5.0,1.0
2021-02-27 23:59:00,0.21963,0.22116,0.18833,0.1973599999999999,MATIC-USDT,281086117.0,57823243.24203,-0.10184763811777597,0.14947866867003598,0,1,0.09766,1,14,77,0.15384615384615385,1.0,7.0,8.0,1.0
2021-02-28 11:59:00,4.192,4.242,3.4730000000000003,3.711,DODO-USDT,2659419.0,10002966.1272,-0.11431980906921257,0.18344465648854955,0,1,3.359,1,7,84,0.07692307692307693,1.0,6.0,7.0,1.0
2021-02-28 23:59:00,0.7007,0.7197,0.6114,0.6423,STORJ-USDT,32477586.0,21274034.6738,-0.08452109464082103,0.15455972598829734,0,1,0.4503,1,45,46,0.4945054945054945,1.0,12.0,13.0,1.0
2021-03-01 11:59:00,0.23356,0.24874,0.2245199999999999,0.2268,MATIC-USDT,470258898.0,111554633.8046,-0.02906802517231044,0.10369926357252998,0,1,0.09766,1,89,2,0.978021978021978,2.0,36.0,38.0,1.0
2021-03-01 23:59:00,34.513000000000005,36.286,33.258,34.744,TRB-USDT,260684.9,8947078.0016,0.005906195715112972,0.0877350563555761,1,0,26.577,1,84,7,0.9230769230769231,11.0,24.0,35.0,1.0
