candle_begin_time,factor,symbol,µ±ÖÜÆÚÕÇµø·ù,¾»Öµ,±¸×¢,ÕÇµø·ù,Õñ·ù
2021-02-25 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,TOMO-USDT,0.007547572772456768,1.406573285107066,,-0.1569360483614381,0.2705999205403257
2021-02-25 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,IOST-USDT,0.0059866402890667025,1.4149939334052128,,-0.1190730497806599,0.2043277487310636
2021-02-26 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,FTM-USDT,0.030945829945932424,1.4587820950428967,,-0.2137474351308708,0.3128680826165509
2021-02-26 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ALPHA-USDT,0.02228453509238726,1.4912903758320264,,-0.1054751263463279,0.1969770288349319
2021-02-27 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,FTM-USDT,0.017202673033920313,1.5169445565660968,,-0.0347743388979168,0.2364667732190205
2021-02-27 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,FTM-USDT,0.016770320806989147,1.5423842034261261,,-0.0405020958925864,0.2103703137101169
2021-02-28 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,MATIC-USDT,0.019379277441487597,1.5722744948256888,,-0.1018476381177759,0.1494786686700359
2021-02-28 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,DODO-USDT,0.011459105203699416,1.5902913536709897,,-0.1143198090692125,0.1834446564885495
2021-03-01 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,STORJ-USDT,0.003916786981391862,1.5965201861416682,,-0.084521094640821,0.1545597259882973
2021-03-01 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,MATIC-USDT,0.004014353594129938,1.602929182689007,,-0.0290680251723104,0.1036992635725299
2021-03-02 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,TRB-USDT,0.002791578191081223,1.6074038848372494,,0.0059061957151129,0.0877350563555761
2021-03-02 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,FTM-USDT,0.015921779366169897,1.6329966148439525,,-0.1089726815769535,0.1559608866513213
2021-03-03 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,SUSHI-USDT,0.002203102045250649,1.6365942730260026,,-0.0747808496291302,0.190982340070308
2021-03-03 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,CRV-USDT,0.0037726505198372173,1.6427685712608968,,-0.05326391670004,0.1239999999999998
2021-03-04 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,LUNA-USDT,0.010161026952792307,1.659460786990679,,-0.064888519523692,0.1522289602513991
2021-03-04 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,SXP-USDT,0.010490995561743599,1.6768701827418857,,-0.0555512958135255,0.1419372149181646
2021-03-05 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ALPHA-USDT,0.007709503743708268,1.689798019693447,,-0.0902188004338969,0.1693793833531825
2021-03-05 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,AXS-USDT,0.003952589575578314,1.6964770977309203,,-0.1203404495770866,0.1629631462310331
2021-03-06 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,CHZ-USDT,-0.0016210894631337736,1.6937269565833408,,-0.0705219803311759,0.1234765066823577
2021-03-06 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ENJ-USDT,0.005834796767774542,1.703609509155106,,-0.0566143217128649,0.1142142976170637
2021-03-07 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,XEM-USDT,0.0026683465452366217,1.7081553297032923,,-0.0485840478046245,0.0946684005201561
2021-03-07 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,BEL-USDT,0.001841891707828669,1.711301566840756,,-0.0444327625042211,0.1059135870000732
2021-03-08 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,OCEAN-USDT,0.0017050884998388582,1.7142194874621324,,-0.0551331755702129,0.1338482553711153
2021-03-08 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,TOMO-USDT,0.0038473677046855226,1.7208147201569368,,-0.1113722654131259,0.1499801135336443
2021-03-09 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,TRB-USDT,0.0018104784753398828,1.7239302181678289,,-0.0062093435836781,0.0714090722962828
