time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Erbear_2,上涨数量,下跌数量,上涨比例,rank_Erbear_2,rank_sum,rank
2021-01-23 11:59:00,0.027047,0.033163,0.026604,0.031459,FTM-USDT,347485777.0,10530120.475147,0.16234989839275826,1,0,-0.06973741153067893,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,0.14458,0.14539,0.12921,0.13574,BLZ-USDT,52784349.0,7203223.52913,-0.06140229567141475,0,1,-0.067095301075229,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,27.348000000000003,35.85,26.963,35.343,ZEN-USDT,1152936.3,37515403.7796,0.29423612128314036,1,0,-0.11076051782243802,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,0.03279,0.04177,0.03185,0.03927,MATIC-USDT,784018970.0,29384920.00044,0.19652650822669093,1,0,-0.09905765861353102,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,7.4778,8.22,6.7921,8.1796,SUSHI-USDT,14667791.0,110632705.0226,0.09404132949909738,1,0,-0.1337365147279959,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,0.08109,0.0865,0.07508,0.0815,SAND-USDT,32714308.0,2687059.41415,0.004189255791030133,1,0,-0.13263547502302417,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,0.012699,0.038,0.011266,0.036324,DOGE-USDT,125214876556.0,2581536594.360569,1.8606079697590174,1,0,-0.38970916682969925,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,1.6454799999999998,1.67647,1.36177,1.59007,ALPHA-USDT,37665564.0,57315419.58214,-0.03366819206670424,0,1,-0.11416839624511003,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,1.59107,2.20756,1.51971,2.11708,ALPHA-USDT,41099450.0,74409801.44609,0.3314382385681134,1,0,-0.1218319459489352,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,0.045873,0.050646,0.02833,0.032685,DOGE-USDT,32015123805.0,1119590755.533153,-0.2876446614214415,0,1,-0.16565170226956014,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,0.032681,0.03528,0.022147,0.0279899999999999,DOGE-USDT,30837093063.0,880193693.090867,-0.14364387333639583,0,1,-0.3071793660919656,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,0.0279899999999999,0.031383,0.026516,0.028589,DOGE-USDT,10433339516.0,296152143.548379,0.021400500178638815,1,0,-0.14022478274655464,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,0.028585,0.047891,0.026569,0.036885,DOGE-USDT,31381755433.0,1151793866.744167,0.29018153835391236,1,0,-0.19133564866319422,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,0.0361,0.04688,0.0361,0.04461,BTS-USDT,87807544.0,3817032.60422,0.23573407202216057,1,0,-0.19076435983762383,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,11715485199.7,5537087486.68393,-0.4085045389393216,0,1,-0.2048394749372703,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,0.3716,0.412,0.34,0.3927,XRP-USDT,3174792208.8,1190759122.92328,0.0573505654281099,1,0,-0.21428312604674682,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,0.3926,0.403,0.3561,0.3734,XRP-USDT,1905829979.5,721954140.51729,-0.04914693149987259,0,1,-0.13766917854208183,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,0.3734,0.3987,0.373,0.3762,XRP-USDT,1121221019.3,430151063.44248,0.007498660953401126,1,0,-0.06912990010438506,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,0.03226,0.039878,0.031065,0.03736,DOGE-USDT,8902483460.0,315785584.869934,0.1585573851831179,1,0,-0.09875248697863888,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,0.03736,0.0613159999999999,0.035955,0.0540169999999999,DOGE-USDT,31601341477.0,1565938562.454188,0.4458511777301901,1,0,-0.12272622126942884,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,0.0253,0.07416,0.02386,0.04085,AKRO-USDT,2353067590.0,94957882.6433,0.6146245059288538,1,0,-0.1602366466598788,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,9.94,12.865,9.7,12.218,ATOM-USDT,10635696.87,122818126.02624,0.22905140327934803,1,0,-0.058467747958646926,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,0.3784,0.3899,0.2881,0.3352,FLM-USDT,74660592.0,25752084.6847,-0.11439894319682964,0,1,-0.17960503971662733,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,3.4598,3.716,3.4308,3.5802,RUNE-USDT,3434334.0,12282435.1298,0.03485952133194581,1,0,-0.07860442105201458,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,26416349.0,58256280.61406,-0.0802922998737684,0,1,-0.15112788811768782,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,2.24329,2.27292,1.865,2.23943,ALPHA-USDT,27025745.0,57233778.48244,-0.002058777656469335,0,1,-0.19815913938056628,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,3.4123,6.2332,3.3113,5.8077,LUNA-USDT,45897514.0,223485842.5173,0.702089622226781,1,0,-0.16202986365337352,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,2.25665,2.6146,2.12,2.4638400000000003,ALPHA-USDT,25488969.0,60631134.64041,0.09287852913127392,1,0,-0.10442385676382478,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,0.079801,0.0812,0.063647,0.070186,DOGE-USDT,11500380507.0,822085445.373341,-0.1204321018597424,0,1,-0.12209013058027907,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,0.9803,1.3997,0.82,1.2326,ICX-USDT,68257658.0,76198516.8419,0.2572419420644634,1,0,-0.20059701988390932,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,0.42682,0.6693899999999999,0.42007,0.57935,ENJ-USDT,175497560.0,100185803.05549,0.3578091309646574,1,0,-0.1159796231126821,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,180.247,185.14,147.67700000000002,158.55,EGLD-USDT,789898.4,131877699.0723,-0.12006615459752257,0,1,-0.13774164612685855,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,0.06974,0.070156,0.061374,0.068053,DOGE-USDT,4259086498.0,281397696.650212,-0.024511560569356328,0,1,-0.12944646622402442,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,7.526,7.642,6.535,7.405,QTUM-USDT,25739620.3,183459921.4033,-0.015685231955336887,0,1,-0.09118490168925981,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,71447287.0,141475561.16098002,-0.13176105135186356,0,1,-0.1921856715528698,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,1.87546,1.99792,1.795,1.87477,ALPHA-USDT,68056737.0,129591077.86467001,-0.00186341686764957,0,1,-0.1150866411014061,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,1.87465,1.91985,1.7300400000000002,1.803,ALPHA-USDT,39279397.0,71061323.73522,-0.03828202926225621,0,1,-0.11429802363489841,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,1.8032,1.81376,1.55344,1.678,ALPHA-USDT,45736130.0,77284777.12368,-0.06932889628397121,0,1,-0.16550457498690524,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,1316845.2,169040425.57569999,-0.1437032721623459,0,1,-0.3734516200166293,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,2.1043,2.15,1.80726,1.88757,CTK-USDT,8424709.0,17082062.40717,-0.10248631788161344,0,1,-0.13503683051578935,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,3.9859,4.72,3.7845,4.6441,HNT-USDT,4021613.0,17632324.8373,0.1663025188980134,1,0,-0.1467194807296727,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,0.5418,0.5549,0.48,0.5203,XRP-USDT,1680706527.3,879591105.23897,-0.03950526121469444,0,1,-0.12616910050961513,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,0.4866,0.5119,0.4306,0.5077,FLM-USDT,50469519.0,23366036.6166,0.04336210439786292,1,0,-0.1640345308041289,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,0.052457,0.053684,0.047825,0.049527,DOGE-USDT,3203327876.0,163976025.529831,-0.05605321338720559,0,1,-0.11167375155128481,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,0.165839,0.222411,0.165839,0.209709,FTM-USDT,270547214.0,54269408.161038004,0.2654798901728872,1,0,-0.09620774099890757,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,0.24756,0.3442,0.2406,0.32824,SAND-USDT,252543200.0,75955031.34961,0.3249909175311829,1,0,-0.1099716152354793,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,0.7638,0.77585,0.63229,0.75089,LRC-USDT,18749908.0,13821563.40453,-0.015794164678742728,0,1,-0.15769194852569032,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,6.51,8.0,5.419,6.23,DODO-USDT,5302359.1,32664631.4124,-0.043010752688171894,0,1,-0.13017656479907466,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,10.255,12.5,9.6,11.723,LIT-USDT,2673285.3,29856878.7387,0.14393052302888387,1,0,-0.147047628527935,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,25.302,25.348000000000003,23.108,24.45,UNFI-USDT,110652.3,2660205.4515,-0.03352043639813418,0,1,-0.07802477646321711,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,2.0427,2.052,1.684,1.7679,ICX-USDT,15506023.0,28726537.3179,-0.1338493949341042,0,1,-0.15634878175981973,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,26.263,28.3358,17.5103,27.7285,UNI-USDT,14861709.0,386194023.5713,0.055700443547619605,1,0,-0.3607122955067232,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,24.24,33.836,21.955,32.219,UNFI-USDT,1514542.7,44278893.519,0.3292763429325851,1,0,-0.1566093417455775,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0,1,-0.16377517086422733,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,4.268,4.338,3.72,4.016,DODO-USDT,3873387.4,15635193.8471,-0.05816135084427754,0,1,-0.17573055541074833,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,5.9221,6.435,5.2836,5.4833,SRM-USDT,8383124.0,49536189.4044,-0.07345386955052391,0,1,-0.1283298515034733,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,0.501596,0.523872,0.441129,0.4689359999999999,FTM-USDT,257257198.0,123178270.41547701,-0.06496862531628922,0,1,-0.14690438421920043,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,4.8499,5.1799,4.2395,4.9828,SRM-USDT,8754676.0,40571931.6692,0.027635703679260937,1,0,-0.1957259583506468,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.0564299999999999,0.07009,0.05415,0.06892,CHZ-USDT,578659514.0,36476885.95283,0.21917565894215452,1,0,-0.07868375585296547,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,5.5298,5.8071,4.8658,5.286,SRM-USDT,5707957.0,30008183.5011,-0.043344493710976484,0,1,-0.10149369885660757,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,36.106,36.6,34.206,34.3,UNFI-USDT,284937.5,10103898.6135,-0.05012461921905298,0,1,-0.05800141430222374,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,34.271,36.77,33.202,34.802,UNFI-USDT,280712.5,9717904.094,0.014635568513119646,1,0,-0.07279699590712504,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,0.503142,0.517798,0.439729,0.458006,FTM-USDT,133386330.0,63406957.774295,-0.09040428815138024,0,1,-0.12183687267382459,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,30.733,32.8,28.208,31.845,UNFI-USDT,324754.4,9737689.1631,0.037262629881762654,1,0,-0.15424513569344805,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,0.7137,0.7401,0.66,0.7157,XEM-USDT,25872416.0,18130161.331,0.002661810030820888,1,0,-0.09959021618702893,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,31.252,34.455,30.94,34.273,UNFI-USDT,329630.1,10818970.5018,0.09508898616480832,1,0,-0.06814344152390342,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,1.11427,1.32764,1.06545,1.31172,OCEAN-USDT,27964619.0,34157747.355170004,0.1772540431871623,1,0,-0.08966872483406513,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.46043,0.4686,0.4231789999999999,0.444305,FTM-USDT,79205169.0,35326090.451411,-0.035021610233911815,0,1,-0.07040259770346873,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,1.6914900000000002,1.7301799999999998,1.52053,1.5887,ALPHA-USDT,20242721.0,32647874.88338,-0.06051897057432121,0,1,-0.08886707150264786,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,52465.5,54553.7,46150.1,54327.0,BTCBUSD,654.692,35064672.515,0.03546861687832714,1,0,-0.11335876694132437,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.3528699999999999,0.58563,0.338,0.55918,SKL-USDT,210319898.0,102532370.40623,0.584752727788012,1,0,-0.1717628025416277,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,-0.2285196746116862,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,0.558,0.5698,0.4936,0.5341,XEM-USDT,219111015.0,118213447.7324,-0.04283154121863808,0,1,-0.2021441153900112,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.5338,0.543,0.4699,0.5042,XEM-USDT,196902854.0,99606197.8833,-0.05598202583785816,0,1,-0.19053293155016868,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.5047,0.53,0.4655,0.4946,XEM-USDT,202207871.0,98972870.7423,-0.019040063466878254,0,1,-0.15650465084836035,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.4946,0.498,0.3111,0.394,XEM-USDT,795140713.0,338933128.5738,-0.20339668418924373,0,1,-0.3768613501128564,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.3937,0.4131,0.325,0.3906,XEM-USDT,668369145.0,246518339.1413,-0.00862944162436552,0,1,-0.2981034910518687,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,0.3906,0.3955,0.35,0.3832,XEM-USDT,248775892.0,93315924.7359,-0.018945212493599595,0,1,-0.19802175648243545,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.3833,0.3972,0.3578,0.3641,XEM-USDT,200603033.0,76073507.8352,-0.04984342379958251,0,1,-0.13221451140294818,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,0.3645,0.3685,0.3378,0.3572,XEM-USDT,162511841.0,57991309.3924,-0.01895083768195538,0,1,-0.1425146374613566,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,0.3575,0.3616,0.3305,0.3305,XEM-USDT,117226664.0,40939396.3832,-0.07474804031354987,0,1,-0.11345390862562973,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,0.5111,0.5329,0.4502,0.5118,CHR-USDT,93728090.0,46152102.4706,0.0013695949911955996,1,0,-0.1405598085202436,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.048582,0.050212,0.038133,0.040158,REEF-USDT,7439702987.0,314372055.116222,-0.17341456888211926,0,1,-0.15624346349762938,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.040163,0.043554,0.037,0.041968,REEF-USDT,2482021483.0,100581620.65335,0.04507196573534533,1,0,-0.16135671376195931,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.441,0.4459,0.37,0.3962,CHR-USDT,94488223.0,38168470.6825,-0.10138353368110686,0,1,-0.1899278452713821,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.3964,0.4,0.3476,0.3627,CHR-USDT,74280117.0,27465287.6019,-0.08455325593134777,0,1,-0.18288597168217804,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,14.613,19.95,14.324000000000002,17.465999999999998,ALICE-USDT,6309173.2,111808902.882,0.1957280755802011,1,0,-0.1426329229806358,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,1.4347299999999998,1.48,1.161,1.23068,ADA-USDT,1937315918.0,2604481362.04841,-0.1422697081843589,0,1,-0.09019532484892641,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,0.19154,0.19158,0.1667,0.16904,LINA-USDT,163444790.0,28588168.5028,-0.11742285803790531,0,1,-0.09418583078142578,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.16921,0.17878,0.15303,0.1719099999999999,LINA-USDT,224497841.0,37094643.91793,0.016978230004732087,1,0,-0.14979658782682406,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,14.407,14.800999999999998,13.15,13.433,ALICE-USDT,2357791.4,32622786.6899,-0.06715277777777784,0,1,-0.10861870508835428,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,13.434,14.481,13.061,14.08,ALICE-USDT,1981411.9,27445231.2243,0.04816496687262717,1,0,-0.10099330361803788,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,3.48104,3.87244,3.29235,3.83859,BEL-USDT,7922279.0,29102536.98778,0.10354413785569316,1,0,-0.10017125240583964,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,0.05246,0.05407,0.04374,0.04797,STMX-USDT,492123046.0,23926602.7323,-0.0859375,0,1,-0.19561082652899595,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,0.9064,2.0176,0.9064,1.7633,STORJ-USDT,365414888.0,579159511.9143,0.9447446785044669,1,0,-0.2468326025964728,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,2.7957,2.9652,2.469,2.7319,SFP-USDT,16751320.0,46186144.4307,-0.023170164837129414,0,1,-0.18485791893899833,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,52245.5,52780.0,44360.0,51362.1,BTCBUSD,1000.751,51393505.9129,-0.016852179738718553,0,1,-0.16311449424638025,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,2.8645,3.2,2.781,3.1989,SFP-USDT,13048077.0,38426053.3286,0.11642759920427181,1,0,-0.06966156663150655,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,2.0246,3.274,1.952,3.1378,STORJ-USDT,284512879.0,745419786.8456,0.5509861104245959,1,0,-0.09169688152975172,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,0.16457,0.19066,0.1605599999999999,0.18383,ONE-USDT,576833609.0,101321840.68777,0.11689653077343709,1,0,-0.09257274154834837,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,0.61873,0.7425,0.6,0.7356699999999999,SKL-USDT,69360023.0,45927384.1146,0.18863504168551648,1,0,-0.0708407698710741,52,49,0.5148514851485149,1.0,1.0,1.0
