time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Pac_2,上涨数量,下跌数量,上涨比例,rank_Pac_2,rank_sum,rank
2021-01-17 11:59:00,0.19523,0.295,0.19501,0.23569,ENJ-USDT,236494890.0,59280280.60827,0.20724273933309445,1,0,0.5694394761403287,28,51,0.35443037974683544,1.0,1.0,1.0
2021-01-17 23:59:00,6.7233,8.1951,6.6501,7.3887,WAVES-USDT,8710981.3,65824882.65973,0.09885484830458058,1,0,0.37610726423816954,66,13,0.8354430379746836,1.0,1.0,1.0
2021-01-18 11:59:00,3.7267,4.4507,3.6524,4.1613,OMG-USDT,17711098.0,73531619.09093,0.11661791933882504,1,0,0.3319821259206661,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-18 23:59:00,1.23265,1.40114,1.20326,1.3387,KNC-USDT,14470130.0,19065484.89157,0.08549697549584034,1,0,0.23372022457492125,44,35,0.5569620253164557,1.0,1.0,1.0
2021-01-19 11:59:00,0.2481,0.4196,0.23733,0.36265,ENJ-USDT,354311675.0,119964552.45183,0.4622394258296041,1,0,0.6536598900402226,46,34,0.575,1.0,1.0,1.0
2021-01-22 23:59:00,0.7067,0.85262,0.70645,0.8009,ALPHA-USDT,41308912.0,33184992.10405,0.13329559926418555,1,0,0.07214532234690108,64,17,0.7901234567901234,1.0,1.0,1.0
2021-01-23 11:59:00,0.027047,0.033163,0.026604,0.031459,FTM-USDT,347485777.0,10530120.475147,0.16234989839275826,1,0,0.39866610890926957,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,38.23,41.882,37.432,41.249,EGLD-USDT,374196.3,14607812.3575,0.0789693957624904,1,0,0.357212276836389,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,27.348000000000003,35.85,26.963,35.343,ZEN-USDT,1152936.3,37515403.7796,0.29423612128314036,1,0,0.4880548399386062,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,0.03279,0.04177,0.03185,0.03927,MATIC-USDT,784018970.0,29384920.00044,0.19652650822669093,1,0,0.3555896227712263,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,0.053045,0.074336,0.05196,0.0728419999999999,FTM-USDT,807785128.0,51585155.458003,0.37321142426241694,1,0,0.5399211634510457,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,47.054,54.8,45.696000000000005,53.381,EGLD-USDT,796024.4,40383390.4337,0.13446253240957184,1,0,0.40214098358683503,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,0.012699,0.038,0.011266,0.036324,DOGE-USDT,125214876556.0,2581536594.360569,1.8606079697590174,1,0,0.5913935022947387,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,0.2645,0.3179,0.2601,0.2846,XRP-USDT,1947766521.8,557754476.56313,0.07599243856332705,1,0,0.5166570718703738,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,0.03081,0.04507,0.0307199999999999,0.03338,TRX-USDT,21302675727.0,781114853.11743,0.08341447581953898,1,0,0.7280064317839625,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,0.2833,0.3406,0.2778,0.3183,XRP-USDT,1846449508.3,569864332.06368,0.12354394634662902,1,0,0.279313972406976,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,15.4617,19.6752,15.4108,19.5551,UNI-USDT,16512938.0,291957537.2447,0.2642375500229508,1,0,0.5115264164813587,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,0.6574,0.7974,0.6315,0.6939,ZRX-USDT,43794596.6,31259231.87155,0.05648599269183907,1,0,0.38688462960257763,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,0.028585,0.047891,0.026569,0.036885,DOGE-USDT,31381755433.0,1151793866.744167,0.29018153835391236,1,0,0.30973202006598033,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,0.8063100000000001,1.0572,0.77,0.98734,AXS-USDT,11217845.0,10083318.68414,0.2242585061005853,1,0,0.5270009472269508,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.35245,0.4262,0.344,0.40983,ADA-USDT,677336793.0,261449769.49105,0.16280323450134793,1,0,0.4212006897257017,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,0.6259899999999999,0.748,0.58765,0.7088300000000001,REN-USDT,41455896.0,28277192.93823,0.13204503713167792,1,0,0.4069098452111566,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,0.15877,0.18109,0.15854,0.17689,CVC-USDT,107674691.0,18417103.38539,0.11447832661290325,1,0,0.3285332686919771,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,2.915,3.218,2.887,3.012,XTZ-USDT,21899872.8,67176428.968,0.03292181069958833,1,0,0.43521356263391286,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,318.367,388.514,317.613,384.168,AAVE-USDT,461314.5,160728819.7975,0.20695960338554897,1,0,0.43075280990934006,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,0.10026,0.12243,0.0914,0.10942,SAND-USDT,210331416.0,22483819.56473,0.09103599561272313,1,0,0.49782769297797413,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,0.0253,0.07416,0.02386,0.04085,AKRO-USDT,2353067590.0,94957882.6433,0.6146245059288538,1,0,0.7928064923002758,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,0.19336,0.2998,0.19309,0.2495099999999999,CVC-USDT,263925087.0,65401009.091520004,0.2903909805544058,1,0,0.5630107162293332,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,3.276,3.686,2.975,3.062,CRV-USDT,33115912.8,109651420.011,-0.06532356532356531,0,1,0.3636468801239394,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,0.53676,0.66801,0.5333600000000001,0.6359600000000001,ADA-USDT,1238911403.0,755606125.0028499,0.18521003391852098,1,0,0.3196687092362269,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,0.354,0.4284,0.3456,0.4034,BAT-USDT,88263485.9,34373202.40143,0.13922620728607726,1,0,0.45611712794256865,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,0.05211,0.06852,0.05141,0.06658,MATIC-USDT,644772396.0,38452203.49669,0.27596780375622854,1,0,0.37648650513997284,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,3.4123,6.2332,3.3113,5.8077,LUNA-USDT,45897514.0,223485842.5173,0.702089622226781,1,0,0.6455726989595985,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,8.4206,9.93,8.3146,9.4722,WAVES-USDT,4917734.9,45044352.36342,0.12544555867116602,1,0,0.40535278920907425,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,33.089,53.096,31.3,44.293,FIL-USDT,14435453.6,588834794.1868,0.33763174584000244,1,0,0.5005228508450776,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,0.9803,1.3997,0.82,1.2326,ICX-USDT,68257658.0,76198516.8419,0.2572419420644634,1,0,0.673303091724692,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,0.42682,0.6693899999999999,0.42007,0.57935,ENJ-USDT,175497560.0,100185803.05549,0.3578091309646574,1,0,0.510743959938462,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,0.25901,0.401,0.25325,0.347,SKL-USDT,166841553.0,57304222.67618,0.341685032672157,1,0,0.3699409902442645,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,3.4636,4.15,3.4165,3.998,NEAR-USDT,4930510.0,18494021.2514,0.15472373855529575,1,0,0.38607411066774544,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,0.28606,0.39094,0.28391,0.34759,CVC-USDT,127629458.0,43988429.14849,0.215562161216996,1,0,0.4417597217103104,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,170.31,224.69,170.3,206.26,DASH-USDT,567415.249,113876743.43423,0.2114413250323035,1,0,0.4140716758740708,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,12.247,18.142,12.033,16.704,ETC-USDT,28139581.05,431102611.30561,0.363814500326584,1,0,0.5581108196818862,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,0.20794,0.29386,0.19067,0.2615699999999999,SAND-USDT,698989269.0,162053772.20114,0.2606390669429848,1,0,0.41864106739875506,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,42.636,52.596,42.434,47.202,FIL-USDT,8069087.4,389348566.5782,0.10706663226774871,1,0,0.47130078219598626,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,14.9533,16.58,11.593,16.171,SUSHI-USDT,13551674.0,197169554.6175,0.08143352972253615,1,0,0.5985712873757147,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,174.762,224.828,170.804,190.431,KSM-USDT,803374.5,161206509.4399,0.09127636774152892,1,0,0.1662598312523489,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,51.676,63.2,49.335,59.43,ZEN-USDT,500291.8,29796357.8145,0.15100807623031764,1,0,0.2538971964298429,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,0.20434,0.243,0.20127,0.24098,BLZ-USDT,182254274.0,40628104.627960004,0.17925128456080253,1,0,0.17037317923890138,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,0.030917,0.038,0.0287,0.037599,IOST-USDT,2718558909.0,90784426.510957,0.21608771589365405,1,0,0.4262970497562968,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,140.895,176.92,138.20600000000002,165.55599999999998,BNB-USDT,9179256.15,1451170537.31133,0.17499769338320337,1,0,0.3365027244140508,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,0.165839,0.222411,0.165839,0.209709,FTM-USDT,270547214.0,54269408.161038004,0.2654798901728872,1,0,0.5172417304350034,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,0.24756,0.3442,0.2406,0.32824,SAND-USDT,252543200.0,75955031.34961,0.3249909175311829,1,0,0.49300270499115295,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,0.03997,0.07484,0.03997,0.0560299999999999,CHZ-USDT,2543268749.0,146224949.18177,0.4018013510132574,1,0,0.7373971105781638,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,4.0864,5.0,4.0741,4.7944,RUNE-USDT,9296559.0,42559153.6106,0.17340120903595313,1,0,0.43749353903067845,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,20.1075,28.0,19.5245,27.1901,UNI-USDT,16848045.0,407293132.0844,0.35237796810807054,1,0,0.6060822168292648,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,0.046867,0.0594279999999999,0.04645,0.056285,IOST-USDT,2647404833.0,139569571.730607,0.20146434136657643,1,0,0.23235875550396523,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,0.0281899999999999,0.041475,0.0281899999999999,0.031657,ANKR-USDT,2556452033.0,91136396.856521,0.12350498633637752,1,0,0.6475454419628355,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,9.927,14.555,8.88,14.3413,SOL-USDT,16489937.0,199361266.7492,0.4444578737976532,1,0,0.5168554891824726,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,24.24,33.836,21.955,32.219,UNFI-USDT,1514542.7,44278893.519,0.3292763429325851,1,0,0.23803352213116402,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.4902,0.61878,0.4883399999999999,0.58026,ENJ-USDT,71610951.0,40065467.83602,0.1828763632657222,1,0,0.2320050385489596,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,3.519,4.3,3.177,3.407,KAVA-USDT,9772334.8,34168436.71428,-0.030118424049191517,0,1,0.29564370129303486,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,0.042496,0.052698,0.042122,0.045913,RSR-USDT,1149876655.0,55077225.876932,0.08063642996681342,1,0,0.26347034235665845,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,1.0308,1.1954,1.0075,1.0972,ALGO-USDT,66680750.9,73506353.2466,0.06451925875618514,1,0,0.27351255885779646,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,324.265,366.476,300.902,354.49800000000005,AAVE-USDT,302312.5,101548121.2708,0.09361994872759927,1,0,0.2450773393929282,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.0564299999999999,0.07009,0.05415,0.06892,CHZ-USDT,578659514.0,36476885.95283,0.21917565894215452,1,0,0.47020192368916014,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,0.92706,1.08526,0.88751,1.07077,OCEAN-USDT,28747435.0,28250847.42592,0.15566516286398846,1,0,0.4636507342999525,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,0.90663,1.34401,0.8921399999999999,1.17915,ENJ-USDT,446817361.0,516095997.57911,0.3001698054955233,1,0,0.343793792259909,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,1.774,2.3201,1.7091,2.0191,ICX-USDT,26847468.0,53340590.3209,0.1368806306306305,1,0,0.5174659442296845,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,1.1954,1.315,1.1715,1.2695,IOTA-USDT,36465964.2,45534349.5779,0.06118866505057263,1,0,0.24048039318582548,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,1.2684,1.4129,1.192,1.3696,IOTA-USDT,50320752.3,67384440.12173,0.07884994092162256,1,0,0.2183014290114953,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,9.2405,10.53,9.043,9.9141,WAVES-USDT,2716924.3,27023096.24877,0.07301260890740835,1,0,0.35782348033929945,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,1.7832,2.0254,1.7464,1.9333,SFP-USDT,7315152.0,14060334.6348,0.08338470159708611,1,0,0.22976077159140318,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,37.572,43.537,36.219,42.807,BAL-USDT,492046.1,19882446.5075,0.1396661430739332,1,0,0.4590446767847558,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.23253,0.28,0.2276,0.27656,BLZ-USDT,142293328.0,37091005.0072,0.18868735493853728,1,0,0.45075339839305606,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,0.0520799999999999,0.059984,0.05165,0.055869,DOGE-USDT,4341624611.0,241232387.310659,0.0732480405716942,1,0,0.48884651778395516,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,240.553,278.32,235.82,269.085,BNB-USDT,6008442.72,1551011467.01585,0.11860073579846597,1,0,0.4933565803451456,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.3528699999999999,0.58563,0.338,0.55918,SKL-USDT,210319898.0,102532370.40623,0.584752727788012,1,0,0.7285517308528713,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,0.6206349036812353,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,5.6566,6.6946,5.5526,6.4954,THETA-USDT,21077748.5,127847087.2735,0.1487743624208553,1,0,0.3029971180989741,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.12762,0.16182,0.12761,0.15782,ZIL-USDT,720927038.0,102866839.84996,0.2365431324923608,1,0,0.4511869885972204,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.29541,0.54146,0.29195,0.40925,MATIC-USDT,1235515466.0,494592062.63621,0.3843785941411271,1,0,0.6701448987896856,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,10.8312,12.9,10.6011,12.4109,LUNA-USDT,7799303.0,93310098.7296,0.1460799704497182,1,0,0.4035364238485588,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.5112,0.958,0.4637699999999999,0.7288899999999999,CHZ-USDT,3369296208.0,2084054527.97327,0.42595273495578656,1,0,0.43546347568157073,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,3.444,4.09,3.3,3.91,DODO-USDT,5561828.4,20849269.4716,0.13431969828836676,1,0,0.37367477214794276,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.057177,0.063079,0.056332,0.062816,DOGE-USDT,2767062125.0,165249343.986573,0.09862357241548181,1,0,0.39030225011327047,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,1.9411,2.5032,1.8599,2.4228,SFP-USDT,26134688.0,57455780.7733,0.24732289950576614,1,0,0.5736207430623095,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,0.0709,0.093,0.07045,0.08454,BTS-USDT,689484682.0,57781490.50279,0.19255184088023714,1,0,0.3729798829231099,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,1.1173,1.3462,1.112,1.3162,ALGO-USDT,126039844.5,154313822.44701,0.1787569407128784,1,0,0.4736437582369941,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.18606,0.26869,0.18053,0.21885,RVN-USDT,768870807.0,178183524.38701,0.17762591476538958,1,0,0.6991778359216743,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.4361,0.5213,0.4272,0.4749,XRP-USDT,1740737537.0,830444070.55764,0.08897041962852548,1,0,0.6222712216297945,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.7918,1.1799,0.7853,1.0314,BAT-USDT,253529188.8,251969188.53789002,0.3027661993179236,1,0,0.6174211130974063,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.36609,0.4678,0.35622,0.45356,BLZ-USDT,177171230.0,76053994.79756,0.239810841101058,1,0,0.45536975604923224,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,1.4484,1.7,1.4222,1.6243,ZRX-USDT,38111242.9,60982394.89793,0.12128952091674727,1,0,0.3287450172404849,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,0.08018,0.103,0.078,0.0954,ONE-USDT,668997252.0,61870038.87419,0.19175515302935664,1,0,0.4126572741554264,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,30.8613,34.2899,30.7,33.3195,UNI-USDT,8630871.0,284420936.8021,0.07994710383788872,1,0,0.3457822734908256,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.0732,0.08735,0.07289,0.08553,BTS-USDT,329017850.0,27584121.76744,0.16653027823240585,1,0,0.5317326508909475,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,0.44772,0.5,0.431,0.44317,COTI-USDT,116512932.0,54935870.91729,-0.010096271973910498,0,1,0.25911686874883677,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,8.5364,9.7777,8.3684,9.6297,THETA-USDT,17463895.9,160952842.05447,0.12808828180827736,1,0,0.3532410077094432,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,14.3346,16.5222,14.1739,16.4166,SOL-USDT,7109424.0,111997706.104,0.14485163359949782,1,0,0.4282999584699603,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,0.32447,0.407,0.30068,0.39005,BLZ-USDT,151214122.0,54801968.99051,0.2021142170308503,1,0,0.27633578024784144,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,0.9064,2.0176,0.9064,1.7633,STORJ-USDT,365414888.0,579159511.9143,0.9447446785044669,1,0,0.7545454934467883,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,0.085147,0.10343,0.079199,0.095066,ANKR-USDT,1045229367.0,97663455.210076,0.1166369103551963,1,0,0.06688031735443523,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,52245.5,52780.0,44360.0,51362.1,BTCBUSD,1000.751,51393505.9129,-0.016852179738718553,0,1,0.40787253536700274,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,1.5694,2.31,1.5685,2.0231,STORJ-USDT,184739543.0,379299340.4559,0.28900923861102257,1,0,0.4244596502421427,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,1990.0,2236.87,1955.94,2145.95,MKR-USDT,40543.242,86241377.33871,0.07836141526926999,1,0,0.5405196701963011,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,1.3759,1.6278,1.3734,1.5902,ONT-USDT,76951050.6,119134588.16284,0.1557525982992951,1,0,0.3469544264701401,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,132.94,145.2,130.08,145.04,ZEC-USDT,280479.811,38478452.21083,0.09101850458853611,1,0,0.39351360693872994,52,49,0.5148514851485149,1.0,1.0,1.0
2021-03-29 23:59:00,0.010499,0.01265,0.010392,0.011946,DENT-USDT,8256580030.0,95242131.462633,0.1378226497761692,1,0,0.3849626200201739,65,37,0.6372549019607843,1.0,1.0,1.0
2021-03-30 11:59:00,5.65804,7.692069999999999,5.56422,7.084919999999999,AXS-USDT,26550363.0,179637723.52458,0.25304776137881024,1,0,0.3910108955561513,79,24,0.7669902912621359,1.0,1.0,1.0
2021-03-30 23:59:00,125.586,153.613,125.2,149.858,FIL-USDT,8227072.6,1177181336.5193,0.1931749418771298,1,0,0.6850650304102681,35,68,0.33980582524271846,1.0,1.0,1.0
